player,net_frequency,net_winner_rate,net_unforced_rate,net_forced_rate,net_points_won_ratio
Kristof Vliegen,0.053571429,0.555555556,0.111111111,0.111111111,0.777777778
Kyle Edmund,0.031862745,0.428571429,0.131868132,0.142857143,0.747252747
Kyrian Jacquet,0.049518569,0.5,0.138888889,0.111111111,0.694444444
Laslo Djere,0.022952991,0.432692308,0.173076923,0.081730769,0.644230769
Laurent Lokoli,0.0592,0.378378378,0.135135135,0.108108108,0.567567568
Laurynas Grigelis,0.024390244,0.375,0.125,0.125,0.5
Leander Paes,0.3014862,0.23943662,0.133802817,0.14084507,0.598591549
Leandro Riedi,0.048349057,0.512195122,0.073170732,0.12195122,0.804878049
Learner Tien,0.025129983,0.459770115,0.114942529,0.091954023,0.712643678
Leo Borg,0.019693654,0.333333333,0.222222222,0.111111111,0.555555556
Leonardo Mayer,0.053336581,0.415525114,0.132420091,0.141552511,0.680365297
Li Tu,0.048824593,0.333333333,0.12962963,0.092592593,0.555555556
Liam Broady,0.038406828,0.481481481,0.111111111,0.111111111,0.703703704
Liam Draxl,0.048148148,0.538461538,0.038461538,0.076923077,0.769230769
Liang Chi Huang,0.01754386,0.5,0,0,0.5
Libor Pimek,0.267605634,0.157894737,0.157894737,0,0.315789474
Lleyton Hewitt,0.026364165,0.510150044,0.075904678,0.100617829,0.749338041
Lloyd Harris,0.044474394,0.373737374,0.151515152,0.101010101,0.626262626
Lorenzo Giustino,0.026680896,0.4,0.04,0.12,0.8
Lorenzo Musetti,0.037670126,0.39656816,0.101048618,0.122020972,0.684461392
Lorenzo Sonego,0.055778946,0.471349353,0.123844732,0.086876155,0.739371534
Luca Nardi,0.043504902,0.436619718,0.126760563,0.056338028,0.61971831
Luca Van Assche,0.018891688,0.622222222,0.066666667,0.066666667,0.844444444
Luca Vanni,0.02,0.333333333,0.166666667,0.333333333,0.666666667
Lucas Catarina,0.008557457,0.714285714,0.142857143,0,0.714285714
Lucas Pouille,0.05576696,0.461176471,0.127058824,0.091764706,0.712941176
Luciano Darderi,0.022868032,0.583333333,0.020833333,0.020833333,0.729166667
Luis Ayala,0.07249467,0.323529412,0.147058824,0.088235294,0.676470588
Luis Herrera,0.529801325,0.25,0.15,0.175,0.5875
Lukas Klein,0.123110151,0.50877193,0.052631579,0.122807018,0.842105263
Lukas Lacko,0.018194542,0.423076923,0.076923077,0.076923077,0.615384615
Lukas Neumayer,0.012232416,0.75,0,0.125,0.875
Lukas Rosol,0.050376835,0.472440945,0.118110236,0.078740157,0.669291339
Lukasz Kubot,0.054901961,0.285714286,0.214285714,0.142857143,0.571428571
Mackenzie Mcdonald,0.053133515,0.387464387,0.0997151,0.102564103,0.64957265
Magnus Gustafsson,0.035739814,0.44,0.08,0.08,0.76
Magnus Larsson,0.050632911,0.409090909,0.068181818,0.068181818,0.659090909
Magnus Norman,0.025688073,0.446428571,0.107142857,0.178571429,0.75
Makoto Ochi,0.012820513,1,0,0,1
Maks Kasnikowski,0.021848739,0.461538462,0,0.153846154,0.769230769
Malek Jaziri,0.032354405,0.461538462,0.169230769,0.138461538,0.707692308
Malivai Washington,0.114251353,0.336842105,0.226315789,0.094736842,0.6
Mansour Bahrami,0.231343284,0.129032258,0.032258065,0.064516129,0.419354839
Manuel Orantes,0.013392857,0.5,0.166666667,0,0.666666667
Marat Safin,0.052070823,0.429315476,0.138392857,0.108630952,0.689732143
Marc Andrea Huesler,0.070993915,0.407142857,0.05,0.092857143,0.671428571
Marc Gicquel,0.036036036,0.25,0.375,0,0.375
Marc Lopez,0.035947712,0.636363636,0,0.090909091,0.909090909
Marc Polmans,0.027800491,0.411764706,0.044117647,0.176470588,0.691176471
Marc Rosset,0.101013632,0.294117647,0.117647059,0.124567474,0.647058824
Marc Sieber,0.061302682,0.5,0.0625,0,0.8125
Marcel Freeman,0.196969697,0.230769231,0.230769231,0.115384615,0.461538462
Marcel Granollers,0.06779661,0.465277778,0.076388889,0.090277778,0.756944444
Marcelo Arevalo,0.046448087,0.382352941,0.117647059,0.117647059,0.676470588
Marcelo Rios,0.03479725,0.431451613,0.076612903,0.141129032,0.733870968
Marco Cecchinato,0.039179862,0.533678756,0.093264249,0.051813472,0.756476684
Marco Trungelliti,0.067833698,0.419354839,0.225806452,0.032258065,0.516129032
Marcos Baghdatis,0.030816392,0.445026178,0.068062827,0.178010471,0.769633508
Marcos Daniel,0.156398104,0.272727273,0.121212121,0.090909091,0.636363636
Marcos Giron,0.028312259,0.461165049,0.106796117,0.058252427,0.689320388
Marcus Willis,0.086757991,0.315789474,0.052631579,0.105263158,0.473684211
Mardy Fish,0.092330603,0.403225806,0.116935484,0.092741935,0.681451613
Mariano Navone,0.022363151,0.328358209,0.134328358,0.119402985,0.641791045
Mariano Puerta,0.051522248,0.545454545,0.045454545,0.090909091,0.727272727
Mariano Zabaleta,0.05141129,0.431372549,0.156862745,0.098039216,0.725490196
Marin Cilic,0.034592788,0.500732064,0.128843338,0.089311859,0.711566618
Marinko Matosevic,0.067291312,0.329113924,0.17721519,0.075949367,0.556962025
Mario Ancic,0.123269317,0.282608696,0.141304348,0.134057971,0.630434783
Mario Vilella Martinez,0.013986014,1,0,0,1
Marius Copil,0.085271318,0.340909091,0.181818182,0.147727273,0.670454545
Mark Edmondson,0.255813953,0.303030303,0.181818182,0.090909091,0.545454545
Mark Kevin Goellner,0.027888446,0.714285714,0.142857143,0.142857143,0.857142857
Mark Lajal,0.03131524,0.466666667,0.133333333,0.133333333,0.733333333
Mark Petchey,0.387283237,0.23880597,0.059701493,0.194029851,0.686567164
Mark Philippoussis,0.157555503,0.337878788,0.131818182,0.131818182,0.618181818
Mark Woodforde,0.203065134,0.273584906,0.188679245,0.160377358,0.603773585
Markus Hipfl,0.086956522,0.357142857,0.142857143,0.071428571,0.714285714
Marsel Ilhan,0.025,0,0,0,1
Martin Borisiouk,0.023622047,0.333333333,0.166666667,0,0.5
Martin Cuevas,0.01242236,0.75,0,0,0.75
Martin Jaite,0.064727273,0.505617978,0.08988764,0.056179775,0.764044944
Martin Klizan,0.034503817,0.389380531,0.212389381,0.07079646,0.592920354
Martin Landaluce,0.026022305,0.5,0.071428571,0.214285714,0.785714286
Martin Redlicki,0.119791667,0.565217391,0.086956522,0.043478261,0.782608696
Martin Verkerk,0.026744186,0.608695652,0.130434783,0.086956522,0.695652174
Marton Fucsovics,0.028368269,0.522193211,0.104438642,0.107049608,0.736292428
Masamichi Imamura,0.060150376,0.25,0.125,0,0.375
Mate Delic,0.016042781,0.666666667,0.333333333,0,0.666666667
Mate Valkusz,0.019283747,0.857142857,0,0,1
Mateus Alves,0.018832392,0.5,0.3,0,0.5
Mathias Bourgue,0.026737968,0,0.4,0.4,0.6
Mats Wilander,0.067319606,0.304119194,0.058720421,0.133216477,0.666082384
Matt Reid,0.035031847,0,0.272727273,0.090909091,0.090909091
Matteo Arnaldi,0.044052045,0.47257384,0.164556962,0.063291139,0.658227848
Matteo Berrettini,0.035855523,0.542647059,0.139705882,0.092647059,0.735294118
Matteo Martineau,0.0625,0.523809524,0.142857143,0.095238095,0.714285714
Matthew Ebden,0.10836278,0.304347826,0.130434783,0.076086957,0.554347826
Matthias Bachinger,0.08490566,0.407407407,0.148148148,0.148148148,0.62962963
Mattia Bellucci,0.03640257,0.388235294,0.129411765,0.105882353,0.658823529
Matwe Middelkoop,0.04,0.5,0.166666667,0.333333333,0.833333333
Mauricio Echazu,0.029850746,0.666666667,0.333333333,0,0.666666667
Max Hans Rehberg,0.016759777,0.833333333,0,0,1
Max Houkes,0.049295775,0.619047619,0.047619048,0.142857143,0.857142857
Max Mirnyi,0.366892546,0.284960422,0.084432718,0.100263852,0.638522427
Max Purcell,0.066046967,0.422222222,0.088888889,0.111111111,0.725925926
Maxime Cressy,0.273431595,0.324809952,0.123704216,0.147892191,0.681409813
Maximilian Marterer,0.02154047,0.484848485,0.151515152,0.121212121,0.696969697
Maximilian Neuchrist,0.052009456,0.545454545,0,0.181818182,0.863636364
Maximo Gonzalez,0.06185567,0.333333333,0.083333333,0.083333333,0.75
Mees Rottgering,0.024169184,0.3125,0.125,0.0625,0.5625
Michael Berrer,0.097633136,0.393939394,0.101010101,0.161616162,0.686868687
Michael Chang,0.046409662,0.379679144,0.108734403,0.094474153,0.664884135
Michael Geerts,0.026490066,0.75,0.25,0,0.75
Michael Llodra,0.234811166,0.342657343,0.048951049,0.111888112,0.692307692
Michael Mmoh,0.029435163,0.486486486,0.081081081,0.027027027,0.648648649
Michael Redlicki,0.010676157,0.666666667,0,0,1
Michael Russell,0.015402844,0.384615385,0.076923077,0.076923077,0.538461538
Michael Stich,0.239339413,0.304325438,0.110195675,0.1246138,0.661174047
Michael Westphal,0.109243697,0.307692308,0.384615385,0.076923077,0.538461538
Michael Zheng,0.02247191,0.5,0,0,0.5
Michal Przysiezny,0.052132701,0.727272727,0.090909091,0,0.727272727
Michel Kratochvil,0.058823529,0.411764706,0.058823529,0.176470588,0.647058824
Michiel Schapers,0.218009479,0.195652174,0.152173913,0.065217391,0.456521739
Mikael Pernfors,0.03240885,0.5,0.086538462,0.067307692,0.75
Mikael Tillstrom,0.091314031,0.341463415,0.170731707,0.195121951,0.658536585
Mikael Ymer,0.018203171,0.516129032,0.086021505,0.096774194,0.76344086
Mike Bryan,0.25,0.117647059,0.088235294,0.088235294,0.441176471
Mikhail Kukushkin,0.026120785,0.425531915,0.106382979,0.09929078,0.645390071
Mikhail Youzhny,0.038016529,0.47826087,0.084057971,0.075362319,0.727536232
Mili Poljicak,0.040776699,0.476190476,0.095238095,0.142857143,0.714285714
Miljan Zekic,0.03343465,0.545454545,0,0.090909091,0.727272727
Milos Raonic,0.085462287,0.432740214,0.142348754,0.106761566,0.683274021
Milos Sekulic,0.017142857,0.333333333,0.333333333,0,0.666666667
Miloslav Mecir,0.063551402,0.386029412,0.172794118,0.113970588,0.654411765
Miloslav Mecir Jr,0.046052632,0.428571429,0.142857143,0.142857143,0.714285714
Minhtuan Pham,0.046428571,0.461538462,0.153846154,0,0.615384615
Miomir Kecmanovic,0.022766831,0.409785933,0.116207951,0.116207951,0.642201835
Mirza Basic,0.047697368,0.413793103,0.103448276,0.051724138,0.637931034
Mischa Zverev,0.236800836,0.209713024,0.123620309,0.132450331,0.582781457
Mitchell Krueger,0.033802817,0.25,0.083333333,0.25,0.666666667
Moez Echargui,0.016528926,0.666666667,0,0.166666667,0.833333333
Mohamed Safwat,0.024151436,0.513513514,0.162162162,0,0.702702703
Murphy Cassone,0.021671827,0.428571429,0,0.142857143,0.714285714
N Sriram Balaji,0.040816327,0.166666667,0,0,0.333333333
Naoki Nakagawa,0.051813472,0.7,0.1,0,0.9
Nattan Benjasupawan,0.009708738,0,0,0,1
Neale Fraser,0.311418685,0.2,0.066666667,0.088888889,0.633333333
Neil Borwick,0.446927374,0.15,0.1875,0.2375,0.5625
Nicholas Alan Van Aken,0.03125,0,0.333333333,0,0
Nick Hardt,0.026652452,0.4,0.08,0.08,0.72
Nick Kyrgios,0.045488796,0.403661726,0.14646905,0.0836966,0.648648649
Nicola Kuhn,0.052631579,0.5625,0.09375,0.15625,0.78125
Nicola Pietrangeli,0.083333333,0.325,0.1,0.075,0.7
Nicolai Budkov Kjaer,0.020100503,0.333333333,0.166666667,0.083333333,0.5
Nicolas Almagro,0.025751846,0.447552448,0.160839161,0.118881119,0.727272727
Nicolas Alvarez Varona,0.012048193,0.666666667,0,0.333333333,1
Nicolas Devilder,0.02676399,0.454545455,0.272727273,0.090909091,0.636363636
Nicolas Escude,0.049132948,0.323529412,0.088235294,0.088235294,0.647058824
Nicolas Jarry,0.059766764,0.512195122,0.14796748,0.058536585,0.72195122
Nicolas Kiefer,0.07000407,0.360465116,0.13372093,0.139534884,0.639534884
Nicolas Lapentti,0.022546419,0.352941176,0.235294118,0.117647059,0.588235294
Nicolas Mahut,0.141143543,0.379603399,0.042492918,0.212464589,0.781869688
Nicolas Massu,0.024593265,0.338461538,0.123076923,0.107692308,0.553846154
Nicolas Mejia,0.018493151,0.555555556,0.037037037,0.185185185,0.777777778
Nicolas Moreno De Alboran,0.039915966,0.526315789,0.105263158,0.052631579,0.684210526
Nicolas Thomann,0.049261084,0.6,0.2,0.1,0.8
Niels Visker,0.076530612,0.466666667,0.066666667,0.066666667,0.666666667
Nikola Cacic,0.03902439,0.625,0.125,0,0.75
Nikola Milojevic,0.018867925,0.620689655,0.137931034,0.068965517,0.793103448
Nikola Pilic,0.185365854,0.105263158,0.052631579,0.026315789,0.394736842
Nikolas Sanchez Izquierdo,0.036900369,0.3,0.1,0.1,0.7
Nikolay Davydenko,0.032270499,0.535836177,0.097269625,0.092150171,0.776450512
Nikoloz Basilashvili,0.018664178,0.471428571,0.235714286,0.064285714,0.642857143
Nino Serdarusic,0.02484472,1,0,0,1
Nishesh Basavareddy,0.045561851,0.388601036,0.103626943,0.139896373,0.740932642
Noah Rubin,0.026845638,0.25,0,0.25,0.75
Norbert Gombos,0.021806854,0.571428571,0.071428571,0,0.714285714
Novak Djokovic,0.033330666,0.43638546,0.087277092,0.122599451,0.732853224
Nuno Borges,0.035585477,0.445945946,0.114864865,0.121621622,0.75
Oleksandr Ovcharenko,0.016666667,0.2,0.2,0,0.2
Oleksii Krutykh,0.016194332,0.666666667,0,0,0.833333333
Olivier Delaitre,0.041420118,0.428571429,0.285714286,0,0.428571429
Olivier Rochus,0.069230769,0.444444444,0.222222222,0.055555556,0.555555556
Omar Camporese,0.056358382,0.58974359,0.064102564,0.038461538,0.807692308
Omar Jasika,0.050139276,0.333333333,0.166666667,0.111111111,0.666666667
Oscar Otte,0.049204052,0.470588235,0.073529412,0.044117647,0.691176471
Otto Virtanen,0.052086506,0.34502924,0.175438596,0.134502924,0.608187135
Ozan Baris,0.045714286,0.125,0.25,0,0.25
Pablo Andujar,0.050967148,0.481927711,0.048192771,0.072289157,0.728915663
Pablo Carreno Busta,0.024748251,0.482758621,0.106896552,0.072413793,0.755172414
Pablo Cuevas,0.01995114,0.428571429,0.102040816,0.102040816,0.612244898
Pablo Llamas Ruiz,0.074349442,0.35,0.05,0.1,0.85
Paolo Cane,0.016438356,0.166666667,0,0.333333333,0.833333333
Paolo Lorenzi,0.059081836,0.472972973,0.094594595,0.101351351,0.783783784
Paradorn Srichaphan,0.043600563,0.370967742,0.129032258,0.177419355,0.677419355
Pat Cash,0.337853433,0.279248506,0.08881298,0.128095645,0.679760888
Patrick Brady,0.059210526,0.222222222,0.222222222,0,0.555555556
Patrick Kaukovalta,0.322033898,0.210526316,0.052631579,0.368421053,0.736842105
Patrick Kypson,0.012437811,0.4,0.2,0.2,0.8
Patrick Mcenroe,0.06673209,0.397058824,0.132352941,0.102941176,0.661764706
Patrick Rafter,0.283993902,0.32689211,0.126677402,0.118089104,0.654857756
Paul Annacone,0.252066116,0.213114754,0.098360656,0.049180328,0.573770492
Paul Capdeville,0.090196078,0.260869565,0.086956522,0,0.652173913
Paul Chamberlin,0.56122449,0.2,0.254545455,0.090909091,0.454545455
Paul Haarhuis,0.051546392,0.288888889,0.177777778,0.177777778,0.622222222
