match_id,player,winners_per_point,forced_per_point,unforced_per_point
20250412-W-BJK_Cup_Qualifiers-RR-Katie_Boulter-Suzan_Lamens,Suzan Lamens,0.3125,0.3125,0.375
20250411-W-BJK_Cup_Qualifiers-RR-Elena_Rybakina-Yuliana_Lizarazo,Elena Rybakina,0.38095238095238093,0.40476190476190477,0.21428571428571427
20250411-W-BJK_Cup_Qualifiers-RR-Elena_Rybakina-Yuliana_Lizarazo,Yuliana Lizarazo,0.3076923076923077,0.38461538461538464,0.3076923076923077
20250410-W-BJK_Cup_Qualifiers-RR-Tatjana_Maria-Suzan_Lamens,Tatjana Maria,0.45901639344262296,0.21311475409836064,0.32786885245901637
20250410-W-BJK_Cup_Qualifiers-RR-Tatjana_Maria-Suzan_Lamens,Suzan Lamens,0.5340909090909091,0.19318181818181818,0.2727272727272727
20250410-W-BJK_Cup_Qualifiers-RR-Magda_Linette-Viktorija_Golubic,Magda Linette,0.3333333333333333,0.2631578947368421,0.40350877192982454
20250410-W-BJK_Cup_Qualifiers-RR-Magda_Linette-Viktorija_Golubic,Viktorija Golubic,0.25806451612903225,0.2903225806451613,0.45161290322580644
20250410-W-BJK_Cup_Qualifiers-RR-Jule_Niemeier-Eva_Vedder,Jule Niemeier,0.27586206896551724,0.1896551724137931,0.5344827586206896
20250410-W-BJK_Cup_Qualifiers-RR-Jule_Niemeier-Eva_Vedder,Eva Vedder,0.4230769230769231,0.3076923076923077,0.2692307692307692
20250404-W-Charleston-QF-Anna_Kalinskaya-Sofia_Kenin,Anna Kalinskaya,0.4583333333333333,0.125,0.4166666666666667
20250404-W-Charleston-QF-Anna_Kalinskaya-Sofia_Kenin,Sofia Kenin,0.5227272727272727,0.25,0.22727272727272727
20250403-W-Charleston-R16-Sofia_Kenin-Daria_Kasatkina,Sofia Kenin,0.41975308641975306,0.09876543209876543,0.48148148148148145
20250403-W-Charleston-R16-Sofia_Kenin-Daria_Kasatkina,Daria Kasatkina,0.35714285714285715,0.023809523809523808,0.6190476190476191
20250403-W-Charleston-R16-Madison_Keys-Anna_Kalinskaya,Madison Keys,0.40425531914893614,0.2127659574468085,0.3829787234042553
20250403-W-Charleston-R16-Madison_Keys-Anna_Kalinskaya,Anna Kalinskaya,0.25,0.475,0.275
20250402-W-Charleston-R32-Maria_Sakkari-Qinwen_Zheng,Maria Sakkari,0.22,0.14,0.62
20250402-W-Charleston-R32-Maria_Sakkari-Qinwen_Zheng,Qinwen Zheng,0.25,0.18181818181818182,0.5681818181818182
20250402-W-Charleston-R32-Jessica_Pegula-Iryna_Shymanovich,Jessica Pegula,0.48484848484848486,0.30303030303030304,0.21212121212121213
20250402-W-Charleston-R32-Jessica_Pegula-Iryna_Shymanovich,Iryna Shymanovich,0.3333333333333333,0.2222222222222222,0.4444444444444444
20250402-W-Bogota-R16-Katarzyna_Kawa-Laura_Pigossi,Katarzyna Kawa,0.3333333333333333,0.17543859649122806,0.49122807017543857
20250402-W-Bogota-R16-Katarzyna_Kawa-Laura_Pigossi,Laura Pigossi,0.25,0.26666666666666666,0.48333333333333334
20250401-W-Charleston-R64-Maria_Sakkari-Marina_Stakusic,Maria Sakkari,0.46808510638297873,0.0851063829787234,0.44680851063829785
20250401-W-Charleston-R64-Maria_Sakkari-Marina_Stakusic,Marina Stakusic,0.2619047619047619,0.11904761904761904,0.5952380952380952
20250401-W-Charleston-R64-Hailey_Baptiste-Olivia_Gadecki,Hailey Baptiste,0.36666666666666664,0.5333333333333333,0.1
20250401-W-Charleston-R64-Hailey_Baptiste-Olivia_Gadecki,Olivia Gadecki,0.32608695652173914,0.34782608695652173,0.32608695652173914
20250401-W-Charleston-R32-Amanda_Anisimova-Veronika_Kudermetova,Amanda Anisimova,0.25,0.4318181818181818,0.3181818181818182
20250401-W-Charleston-R32-Amanda_Anisimova-Veronika_Kudermetova,Veronika Kudermetova,0.4090909090909091,0.22727272727272727,0.36363636363636365
20250401-W-Bogota-R32-Varvara_Lepchenko-Hanna_Chang,Varvara Lepchenko,0.2077922077922078,0.14285714285714285,0.6493506493506493
20250401-W-Bogota-R32-Varvara_Lepchenko-Hanna_Chang,Hanna Chang,0.20588235294117646,0.2647058823529412,0.5294117647058824
20250401-W-Bogota-R32-Raluka_Serban-Nuria_Parrizas_Diaz,Raluka Serban,0.3269230769230769,0.23076923076923078,0.4423076923076923
20250401-W-Bogota-R32-Raluka_Serban-Nuria_Parrizas_Diaz,Nuria Parrizas Diaz,0.16417910447761194,0.1791044776119403,0.6417910447761194
20250401-W-Bogota-R32-Julieta_Pareja-Maria_Jose_Sanchez_Uribe,Julieta Pareja,0.45098039215686275,0.1568627450980392,0.39215686274509803
20250401-W-Bogota-R32-Julieta_Pareja-Maria_Jose_Sanchez_Uribe,Maria Jose Sanchez Uribe,0.15151515151515152,0.21212121212121213,0.6363636363636364
20250401-W-Bogota-R32-Emina_Bektas-Maria_Camila_Torres_Murcia,Emina Bektas,0.4339622641509434,0.22641509433962265,0.33962264150943394
20250401-W-Bogota-R32-Emina_Bektas-Maria_Camila_Torres_Murcia,Maria Camila Torres Murcia,0.25,0.125,0.625
20250331-W-Charleston-R32-Veronika_Kudermetova-Maria_Mateas,Veronika Kudermetova,0.4444444444444444,0.2,0.35555555555555557
20250331-W-Charleston-R32-Veronika_Kudermetova-Maria_Mateas,Maria Mateas,0.1875,0.21875,0.59375
20250326-W-Miami-QF-Emma_Raducanu-Jessica_Pegula,Emma Raducanu,0.3698630136986301,0.3150684931506849,0.3150684931506849
20250326-W-Miami-QF-Emma_Raducanu-Jessica_Pegula,Jessica Pegula,0.5060240963855421,0.25301204819277107,0.24096385542168675
20250326-W-Miami-QF-Alexandra_Eala-Iga_Swiatek,Alexandra Eala,0.39473684210526316,0.3157894736842105,0.2894736842105263
20250326-W-Miami-QF-Alexandra_Eala-Iga_Swiatek,Iga Swiatek,0.38235294117647056,0.1323529411764706,0.4852941176470588
20250325-W-Miami-R16-Amanda_Anisimova-Emma_Raducanu,Amanda Anisimova,0.2,0.14545454545454545,0.6545454545454545
20250325-W-Miami-R16-Amanda_Anisimova-Emma_Raducanu,Emma Raducanu,0.3333333333333333,0.2222222222222222,0.4444444444444444
20250325-W-Miami-QF-Qinwen_Zheng-Aryna_Sabalenka,Qinwen Zheng,0.3541666666666667,0.08333333333333333,0.5625
20250325-W-Miami-QF-Qinwen_Zheng-Aryna_Sabalenka,Aryna Sabalenka,0.3333333333333333,0.2777777777777778,0.3888888888888889
20250325-W-Miami-QF-Jasmine_Paolini-Magda_Linette,Jasmine Paolini,0.36363636363636365,0.38636363636363635,0.25
20250325-W-Miami-QF-Jasmine_Paolini-Magda_Linette,Magda Linette,0.3333333333333333,0.3333333333333333,0.3333333333333333
20250324-W-Miami-R16-Elina_Svitolina-Iga_Swiatek,Elina Svitolina,0.38,0.16,0.46
20250324-W-Miami-R16-Elina_Svitolina-Iga_Swiatek,Iga Swiatek,0.4230769230769231,0.21794871794871795,0.358974358974359
20250324-W-Miami-R16-Coco_Gauff-Magda_Linette,Coco Gauff,0.25862068965517243,0.3620689655172414,0.3793103448275862
